iter	Logloss
186	0.6207205278
187	0.6207153338
188	0.6207082829
189	0.6207035575
190	0.6206928537
191	0.6206811434
192	0.6206753699
193	0.6206687168
194	0.6206586366
195	0.6206555475
196	0.6206498566
197	0.6206405873
198	0.6206332663
199	0.6206255279
200	0.6206186593
201	0.6206106088
202	0.6206035178
203	0.6205986779
204	0.6205889177
205	0.6205788449
206	0.6205753082
207	0.6205726793
208	0.6205636689
209	0.6205565061
210	0.620554697
211	0.6205452781
212	0.6205379821
213	0.6205348043
214	0.6205258206
215	0.6205174987
216	0.6205116351
217	0.6205049258
218	0.6204988658
219	0.6204941578
220	0.6204884324
221	0.6204801618
222	0.6204744625
223	0.6204695977
224	0.6204630874
225	0.6204551276
226	0.6204490105
227	0.6204385692
228	0.6204291515
229	0.6204261382
230	0.6204200541
231	0.6204150587
232	0.6204030054
233	0.6203983048
234	0.6203895172
235	0.6203847341
236	0.6203782067
237	0.6203732599
238	0.6203679366
239	0.6203631996
240	0.6203564194
241	0.6203497301
242	0.6203428514
243	0.6203385846
244	0.6203333025
245	0.6203275367
246	0.6203199871
247	0.6203146396
248	0.6203074569
249	0.6203024774
250	0.6202950664
251	0.620288048
252	0.6202810134
253	0.6202742819
254	0.6202632869
255	0.6202580484
256	0.6202504984
257	0.6202424785
258	0.6202324222
259	0.6202248637
260	0.6202216291
261	0.620214496
262	0.6202093061
263	0.6201977171
264	0.6201939258
265	0.6201876212
266	0.6201823487
267	0.620174619
268	0.6201679795
269	0.6201608543
270	0.6201548611
271	0.6201490297
272	0.6201447629
273	0.6201393163
274	0.6201312168
275	0.6201184477
276	0.6201109543
277	0.6201074571
278	0.6201005788
279	0.6200966234
280	0.6200891621
281	0.6200852723
282	0.6200787536
283	0.6200747489
284	0.620066511
285	0.6200592969
286	0.6200555052
287	0.620051665
288	0.6200477349
289	0.6200413163
290	0.6200355834
291	0.6200280482
292	0.6200232658
293	0.6200164444
294	0.6200093774
295	0.620004858
296	0.6199964791
297	0.6199903598
298	0.6199853157
299	0.6199810079
300	0.619971247
301	0.619964319
302	0.6199615629
303	0.6199561737
304	0.6199460427
305	0.6199396793
306	0.619933579
307	0.6199283287
308	0.6199238004
309	0.6199195015
310	0.6199119266
311	0.6199055303
312	0.6198981211
313	0.6198916997
314	0.6198877612
315	0.6198818166
316	0.6198768699
317	0.6198743062
318	0.6198710468
319	0.6198650359
320	0.619860827
321	0.619851958
322	0.6198504342
323	0.6198447838
324	0.6198402356
325	0.6198320215
326	0.619829353
327	0.6198213353
328	0.6198166266
329	0.6198103378
330	0.6198048596
331	0.6197950575
332	0.6197909222
333	0.6197888995
334	0.6197850097
335	0.6197786876
336	0.6197766649
337	0.6197736923
338	0.6197687523
339	0.6197611384
340	0.619755356
341	0.6197499711
342	0.6197414953
343	0.6197369421
344	0.6197305222
345	0.6197256463
346	0.6197208147
347	0.6197144112
348	0.6197084169
349	0.6197028816
350	0.6196987532
351	0.6196931107
352	0.6196907106
353	0.6196827448
354	0.6196792486
355	0.6196749003
356	0.6196691267
357	0.6196653106
358	0.619660348
359	0.6196565625
360	0.6196500684
361	0.619645482
362	0.6196414522
363	0.6196382584
364	0.6196338033
365	0.6196289225
366	0.61962201
367	0.6196153112
368	0.619609218
369	0.6196016578
370	0.6195906848
371	0.6195892191
372	0.6195838618
373	0.619580077
374	0.6195739514
375	0.6195654513
376	0.6195557629
377	0.6195500469
378	0.6195475821
379	0.6195412776
380	0.6195371932
381	0.6195356947
382	0.6195265883
383	0.6195184891
384	0.6195059924
385	0.6195052148
386	0.6194990236
387	0.6194964114
388	0.6194925717
389	0.619483637
390	0.6194781202
391	0.6194739341
392	0.6194698951
393	0.6194654482
394	0.6194587578
395	0.6194517724
396	0.6194461134
397	0.6194367052
398	0.6194321933
399	0.6194286554
400	0.619424037
401	0.6194218602
402	0.619419002
403	0.6194155876
404	0.6194103629
405	0.6194094704
406	0.6194051466
407	0.6194012073
408	0.6193932151
409	0.6193875811
410	0.6193820612
411	0.6193760244
412	0.6193713659
413	0.6193689337
414	0.6193642721
415	0.6193607499
416	0.619355845
417	0.6193508335
418	0.6193450353
419	0.6193401265
420	0.6193319199
421	0.619326196
422	0.61932161
423	0.6193137957
424	0.619309038
425	0.6193055168
426	0.6192941592
427	0.6192875504
428	0.619285593
429	0.6192797703
430	0.6192734315
431	0.6192667161
432	0.6192640136
433	0.6192564369
434	0.6192541527
435	0.6192475274
436	0.6192436293
437	0.6192387649
438	0.6192370517
439	0.6192337431
440	0.6192274784
441	0.6192200835
442	0.6192184036
443	0.6192136127
444	0.6192086909
445	0.6192002239
446	0.6191936971
447	0.6191871902
448	0.619183218
449	0.6191791892
450	0.6191746196
451	0.6191711878
452	0.6191663398
453	0.6191634901
454	0.6191593299
455	0.6191568961
456	0.6191526135
457	0.6191478138
458	0.6191444892
459	0.619137905
460	0.6191312879
461	0.6191255967
462	0.6191209038
463	0.6191168007
464	0.6191130255
465	0.6191097498
466	0.6191037305
467	0.6191013062
468	0.6190944597
469	0.6190891203
470	0.6190823398
471	0.6190764025
472	0.6190737488
473	0.6190686302
474	0.6190639554
475	0.6190602375
476	0.6190552095
477	0.6190521385
478	0.6190438112
479	0.6190330345
480	0.6190269008
481	0.6190230442
482	0.619014618
483	0.6190118333
484	0.6190073703
485	0.619003038
486	0.6190007287
487	0.6189944313
488	0.6189901485
489	0.6189852432
490	0.6189820912
491	0.6189780288
492	0.6189752118
493	0.6189737956
494	0.618970921
495	0.6189677441
496	0.6189642059
497	0.6189576464
498	0.6189541903
499	0.6189498333
500	0.6189476877
501	0.6189417915
502	0.6189390485
503	0.6189290759
504	0.6189252513
505	0.6189211234
506	0.6189141461
507	0.6189089536
508	0.6189034588
509	0.6188971436
510	0.6188914518
511	0.6188886507
512	0.6188818022
513	0.6188765119
514	0.61887263
515	0.6188659392
516	0.6188574387
517	0.6188554677
518	0.618853437
519	0.6188503415
520	0.6188446828
521	0.6188409404
522	0.6188378699
523	0.6188299431
524	0.6188244646
525	0.6188169555
526	0.6188083486
527	0.6188045737
528	0.6187982435
529	0.6187941079
530	0.6187931413
531	0.6187858693
532	0.6187814474
533	0.6187761409
534	0.6187730448
535	0.6187674409
536	0.6187628394
537	0.6187573052
538	0.6187531861
539	0.6187494929
540	0.6187443257
541	0.6187404359
542	0.6187342854
543	0.6187297484
544	0.6187279959
545	0.6187230005
546	0.6187181189
547	0.6187119108
548	0.6187102639
549	0.6187003628
550	0.6186929513
551	0.6186895772
552	0.6186844614
553	0.6186798182
554	0.6186760758
555	0.6186675775
556	0.6186638762
557	0.6186574236
558	0.618652379
559	0.6186469046
560	0.6186407887
561	0.6186363911
562	0.6186326323
563	0.618629647
564	0.6186262728
565	0.6186245687
566	0.6186164042
567	0.6186138487
568	0.6186117691
569	0.6186064219
570	0.6186042108
571	0.6186012454
572	0.6185957013
573	0.6185924035
574	0.6185853199
575	0.6185765903
576	0.618569621
577	0.618563651
578	0.6185566383
579	0.6185491606
580	0.6185433042
581	0.6185385542
582	0.6185327896
583	0.6185284943
584	0.6185227868
585	0.6185169808
586	0.6185152937
587	0.6185104379
588	0.6185058514
589	0.6185022806
590	0.6184995292
591	0.6184950381
592	0.6184881184
593	0.6184831308
594	0.6184756044
595	0.6184739712
596	0.6184696723
597	0.6184670108
598	0.6184621715
599	0.618454277
600	0.6184475375
601	0.618442919
602	0.6184413711
603	0.6184369893
604	0.6184329283
605	0.6184302585
606	0.6184254597
607	0.6184218484
608	0.6184202349
609	0.6184177291
610	0.6184162962
611	0.6184099328
612	0.6184048719
613	0.618402261
614	0.6183966931
615	0.6183921237
616	0.6183887584
617	0.618385673
618	0.6183822089
619	0.6183765129
620	0.6183697192
621	0.6183673444
622	0.6183625872
623	0.6183556906
624	0.6183519151
625	0.6183497776
626	0.6183445782
627	0.6183396071
628	0.6183351932
629	0.6183304857
630	0.618326612
631	0.6183241633
632	0.6183208793
633	0.6183142297
634	0.6183118468
635	0.6183047475
636	0.6182997647
637	0.6182961453
638	0.6182890205
639	0.6182849672
640	0.6182817294
641	0.6182772826
642	0.6182711155
643	0.6182661773
644	0.6182616733
645	0.6182567932
646	0.618253912
647	0.6182505547
648	0.6182449784
649	0.6182430372
650	0.6182394501
651	0.618234496
652	0.6182316052
653	0.6182198869
654	0.6182162426
655	0.6182124429
656	0.6182099209
657	0.6182065958
658	0.6182016907
659	0.6181946808
660	0.618193051
661	0.6181883832
662	0.6181848617
663	0.6181804071
664	0.6181753296
665	0.6181722176
666	0.6181688766
667	0.618162923
668	0.6181584436
669	0.6181548485
670	0.6181520809
671	0.6181510001
672	0.6181469054
673	0.6181438509
674	0.6181391833
675	0.6181341878
676	0.6181292418
677	0.618127088
678	0.6181209507
679	0.6181169872
680	0.6181101085
681	0.6181077908
682	0.6181022701
683	0.6180989536
684	0.6180940317
685	0.6180840581
686	0.6180802257
687	0.6180766066
688	0.6180732081
689	0.6180705639
690	0.6180668957
691	0.6180599759
692	0.6180545383
693	0.6180514182
694	0.6180466604
695	0.6180421728
696	0.6180361376
697	0.618027497
698	0.6180254497
699	0.6180171304
700	0.6180142146
701	0.6180093253
702	0.6180008758
703	0.6179951928
704	0.6179886493
705	0.6179842269
706	0.6179791004
707	0.6179715003
708	0.6179634502
709	0.6179611872
710	0.6179576014
711	0.6179495679
712	0.6179432944
713	0.6179366049
714	0.6179311349
715	0.617927458
716	0.6179219628
717	0.6179171804
718	0.6179152721
719	0.6179103912
720	0.6179054289
721	0.6179023664
722	0.6178966566
723	0.6178927992
724	0.6178890726
725	0.617882095
726	0.6178742422
727	0.6178699262
728	0.6178664707
729	0.6178608447
730	0.6178575527
731	0.6178527618
732	0.6178516148
733	0.6178453417
734	0.6178434904
735	0.6178374389
736	0.6178310761
737	0.6178259413
738	0.6178214537
739	0.6178117576
740	0.6178062459
741	0.6178044442
742	0.6177990078
743	0.6177929397
744	0.6177873109
745	0.6177850016
746	0.6177805222
747	0.6177764683
748	0.6177752891
749	0.6177723904
750	0.6177678041
751	0.6177652531
752	0.6177616092
753	0.617754558
754	0.6177504223
755	0.617747361
756	0.6177430943
757	0.6177377542
758	0.6177348629
759	0.6177310794
760	0.6177271575
761	0.6177251924
762	0.6177170527
763	0.6177130483
764	0.6177091421
765	0.6177032868
766	0.6177000277
767	0.6176948931
768	0.6176926978
769	0.6176906177
770	0.6176876863
771	0.6176863581
772	0.6176838434
773	0.6176801337
774	0.6176775806
775	0.6176746168
776	0.6176679754
777	0.6176629145
778	0.6176575239
779	0.6176519798
780	0.6176469755
781	0.6176453636
782	0.6176401062
783	0.6176376493
784	0.6176325801
785	0.6176247683
786	0.6176183888
787	0.6176126235
788	0.6176101099
789	0.6176083163
790	0.6176040579
791	0.617598243
792	0.6175931996
793	0.617584542
794	0.6175824122
795	0.6175770781
796	0.6175713947
797	0.6175661452
798	0.6175602656
799	0.6175563602
800	0.617553044
801	0.617549178
802	0.6175457226
803	0.6175426103
804	0.6175354458
805	0.6175280674
806	0.6175258071
807	0.617523513
808	0.6175162901
809	0.6175102791
810	0.6175060274
811	0.6174999599
812	0.6174968638
813	0.6174899193
814	0.6174867338
815	0.6174824592
816	0.6174786751
817	0.61747594
818	0.6174733358
819	0.6174718054
820	0.6174688655
821	0.6174635381
822	0.6174592878
823	0.6174547347
824	0.6174506564
825	0.6174460705
826	0.6174398297
827	0.6174370618
828	0.6174329592
829	0.6174315259
830	0.6174263416
831	0.6174223028
832	0.6174173073
833	0.6174131387
834	0.6174055962
835	0.6174018215
836	0.6173974236
837	0.6173934605
838	0.61738998
839	0.617384272
840	0.6173801769
841	0.6173766885
842	0.61737251
843	0.617370758
844	0.6173696155
845	0.6173644563
846	0.6173575363
847	0.6173533516
848	0.6173515418
849	0.6173467998
850	0.6173425006
851	0.6173378736
852	0.6173333117
853	0.6173297902
854	0.6173244015
855	0.6173180304
856	0.6173127808
857	0.6173068846
858	0.6173049827
859	0.6173027069
860	0.6172980227
861	0.617294583
862	0.6172931417
863	0.6172880232
864	0.6172819945
865	0.6172789891
866	0.6172745257
867	0.6172739197
868	0.6172717581
869	0.6172699817
870	0.6172651338
871	0.6172601318
872	0.6172548664
873	0.6172522376
874	0.6172479305
875	0.6172441636
876	0.6172412253
877	0.617236468
878	0.6172332905
879	0.6172293189
880	0.6172277386
881	0.6172243073
882	0.617218254
883	0.6172163064
884	0.6172146779
885	0.617210362
886	0.6172093931
887	0.6172076816
888	0.6172036288
889	0.6171995335
890	0.6171986166
891	0.6171953655
892	0.6171919915
893	0.6171862099
894	0.6171847276
895	0.6171810296
896	0.6171779341
897	0.6171767711
898	0.6171715615
899	0.6171669837
900	0.6171622095
901	0.6171596119
902	0.6171523803
903	0.6171484828
904	0.6171411295
905	0.6171358723
906	0.6171315811
907	0.6171266585
908	0.6171201724
909	0.6171171671
910	0.6171138663
911	0.6171096332
912	0.6171059807
913	0.6171029678
914	0.6171007403
915	0.6170918476
916	0.6170865003
917	0.6170835193
918	0.617081251
919	0.6170763944
920	0.617074447
921	0.6170665531
922	0.6170616148
923	0.6170602801
924	0.6170585685
925	0.6170551535
926	0.6170481914
927	0.6170425248
928	0.6170395029
929	0.6170380699
930	0.617033676
931	0.6170273535
932	0.6170243232
933	0.6170226189
934	0.6170202523
935	0.617016268
936	0.6170107482
937	0.6170093319
938	0.6170060151
939	0.6170025266
940	0.6169986772
941	0.6169939933
942	0.6169899392
943	0.6169872205
944	0.6169841833
945	0.616978762
946	0.6169759124
947	0.6169703519
948	0.6169656267
949	0.6169625559
950	0.6169613521
951	0.6169566597
952	0.6169551449
953	0.6169522451
954	0.6169484455
955	0.6169458015
956	0.616941363
957	0.6169370395
958	0.6169304394
959	0.6169272292
960	0.6169239371
961	0.616922029
962	0.6169192284
963	0.6169132013
964	0.6169079769
965	0.6169051435
966	0.6169005498
967	0.6169002469
968	0.6168956855
969	0.6168910917
970	0.6168851465
971	0.6168804376
972	0.6168764989
973	0.6168737801
974	0.6168713807
975	0.6168663604
976	0.6168625854
977	0.6168595638
978	0.6168549943
979	0.6168490322
980	0.6168477634
981	0.6168429235
982	0.6168402701
983	0.6168358071
984	0.616831245
985	0.6168300167
986	0.6168274371
987	0.616822726
988	0.6168173623
989	0.6168155693
990	0.6168137272
991	0.6168065452
992	0.6168049648
993	0.6168012961
994	0.616798782
995	0.6167970699
996	0.6167923858
997	0.616786571
998	0.616785048
999	0.6167811166
